id,composers,title,movement_no,movement_title,annotator,musicbrainz_id,wikidata_id,imslp_id,file_path,jams_path
mozart-piano-sonatas_11,Wolfgang Amadeus Mozart,Piano Sonata no. 4 in E flat major,3,Allegro,Uli Kneisel,https://musicbrainz.org/work/97cc4159-c124-48a6-92ae-d05e8175cb2b,http://www.wikidata.org/entity/Q3964689,"https://imslp.org/wiki/Piano_Sonata_No.4_in_E-flat_major,_K.282/189g_(Mozart,_Wolfgang_Amadeus)",./K282-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_11.jams
mozart-piano-sonatas_12,Wolfgang Amadeus Mozart,Piano Sonata no. 5 in G major,1,Allegro,Tal Soker,https://musicbrainz.org/work/cb47a22e-9fc6-4ab6-9be2-445113373353,http://www.wikidata.org/entity/Q2738174,"https://imslp.org/wiki/Piano_Sonata_No.5_in_G_major,_K.283/189h_(Mozart,_Wolfgang_Amadeus)",./K283-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_12.jams
mozart-piano-sonatas_13,Wolfgang Amadeus Mozart,Piano Sonata no. 5 in G major,2,Andante,Tal Soker,https://musicbrainz.org/work/cb47a22e-9fc6-4ab6-9be2+1,http://www.wikidata.org/entity/Q2738175,"https://imslp.org/wiki/Piano_Sonata_No.5_in_G_major,_K.283/189h_(Mozart,_Wolfgang_Amadeus)",./K283-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_13.jams
mozart-piano-sonatas_14,Wolfgang Amadeus Mozart,Piano Sonata no. 5 in G major,3,Presto,Tal Soker,https://musicbrainz.org/work/cb47a22e-9fc6-4ab6-9be2+2,http://www.wikidata.org/entity/Q2738176,"https://imslp.org/wiki/Piano_Sonata_No.5_in_G_major,_K.283/189h_(Mozart,_Wolfgang_Amadeus)",./K283-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_14.jams
mozart-piano-sonatas_15,Wolfgang Amadeus Mozart,Piano Sonata no. 6 in D major,1,Allegro,Tal Soker,https://musicbrainz.org/work/28017093-d48e-43b9-a908-0e893a1e867e,http://www.wikidata.org/entity/Q2564721,"https://imslp.org/wiki/Piano_Sonata_No.6_in_D_major,_K.284/205b_(Mozart,_Wolfgang_Amadeus)",./K284-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_15.jams
mozart-piano-sonatas_16,Wolfgang Amadeus Mozart,Piano Sonata no. 6 in D major,2,Rondo en Polonaise - Andante,Tal Soker,https://musicbrainz.org/work/28017093-d48e-43b9-a908-0e893a1e867e,http://www.wikidata.org/entity/Q2564722,"https://imslp.org/wiki/Piano_Sonata_No.6_in_D_major,_K.284/205b_(Mozart,_Wolfgang_Amadeus)",./K284-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_16.jams
mozart-piano-sonatas_17,Wolfgang Amadeus Mozart,Piano Sonata no. 6 in D major,3,Andante,Adrian Nagel,https://musicbrainz.org/work/28017093-d48e-43b9-a908-0e893a1e867e,http://www.wikidata.org/entity/Q2564723,"https://imslp.org/wiki/Piano_Sonata_No.6_in_D_major,_K.284/205b_(Mozart,_Wolfgang_Amadeus)",./K284-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_17.jams
mozart-piano-sonatas_18,Wolfgang Amadeus Mozart,Piano Sonata no. 7 in C major,1,Allegro con spirito,Tal Soker,https://musicbrainz.org/work/645a1b04-b378-4883-91a6-2627553cd365,http://www.wikidata.org/entity/Q2134785,"https://imslp.org/wiki/Piano_Sonata_No.7_in_C_major,_K.309/284b_(Mozart,_Wolfgang_Amadeus)",./K309-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_18.jams
mozart-piano-sonatas_19,Wolfgang Amadeus Mozart,Piano Sonata no. 7 in C major,2,Andante un poco adagio,Tal Soker,https://musicbrainz.org/work/645a1b04-b378-4883-91a6-2627553cd366,http://www.wikidata.org/entity/Q2134786,"https://imslp.org/wiki/Piano_Sonata_No.7_in_C_major,_K.309/284b_(Mozart,_Wolfgang_Amadeus)",./K309-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_19.jams
mozart-piano-sonatas_20,Wolfgang Amadeus Mozart,Piano Sonata no. 7 in C major,3,Rondeau – Allegretto grazioso,Tal Soker,https://musicbrainz.org/work/645a1b04-b378-4883-91a6-2627553cd367,http://www.wikidata.org/entity/Q2134787,"https://imslp.org/wiki/Piano_Sonata_No.7_in_C_major,_K.309/284b_(Mozart,_Wolfgang_Amadeus)",./K309-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_20.jams
mozart-piano-sonatas_21,Wolfgang Amadeus Mozart,Piano Sonata no. 8 in A minor,1,Allegro con spirito,Uli Kneisel,https://musicbrainz.org/work/53b2287b-e013-4c53-8498-6ab35c5de503,http://www.wikidata.org/entity/Q1746050,"https://imslp.org/wiki/Piano_Sonata_No.8_in_A_minor,_K.310/300d_(Mozart,_Wolfgang_Amadeus)",./K310-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_21.jams
mozart-piano-sonatas_22,Wolfgang Amadeus Mozart,Piano Sonata no. 8 in A minor,2,Andante con espressione,Uli Kneisel,https://musicbrainz.org/work/53b2287b-e013-4c53-8498-6ab35c5de504,http://www.wikidata.org/entity/Q1746051,"https://imslp.org/wiki/Piano_Sonata_No.8_in_A_minor,_K.310/300d_(Mozart,_Wolfgang_Amadeus)",./K310-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_22.jams
mozart-piano-sonatas_23,Wolfgang Amadeus Mozart,Piano Sonata no. 8 in A minor,3,Rondeau – Allegro,Uli Kneisel,https://musicbrainz.org/work/53b2287b-e013-4c53-8498-6ab35c5de505,http://www.wikidata.org/entity/Q1746052,"https://imslp.org/wiki/Piano_Sonata_No.8_in_A_minor,_K.310/300d_(Mozart,_Wolfgang_Amadeus)",./K310-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_23.jams
mozart-piano-sonatas_24,Wolfgang Amadeus Mozart,Piano Sonata no. 9 in D major,1,Allegro maestoso,Uli Kneisel,https://musicbrainz.org/work/bd91e456-789c-4596-bedb-2259f113e3aa,http://www.wikidata.org/entity/Q4384367,"https://imslp.org/wiki/Piano_Sonata_No.9_in_D_major,_K.311/284c_(Mozart,_Wolfgang_Amadeus)",./K311-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_24.jams
mozart-piano-sonatas_25,Wolfgang Amadeus Mozart,Piano Sonata no. 9 in D major,2,Andante cantabile con espressione,Uli Kneisel,https://musicbrainz.org/work/bd91e456-789c-4596-bedb-2259f113e3aa,http://www.wikidata.org/entity/Q4384368,"https://imslp.org/wiki/Piano_Sonata_No.9_in_D_major,_K.311/284c_(Mozart,_Wolfgang_Amadeus)",./K311-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_25.jams
mozart-piano-sonatas_26,Wolfgang Amadeus Mozart,Piano Sonata no. 9 in D major,3,Presto,Uli Kneisel,https://musicbrainz.org/work/bd91e456-789c-4596-bedb-2259f113e3aa,http://www.wikidata.org/entity/Q4384369,"https://imslp.org/wiki/Piano_Sonata_No.9_in_D_major,_K.311/284c_(Mozart,_Wolfgang_Amadeus)",./K311-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_26.jams
mozart-piano-sonatas_27,Wolfgang Amadeus Mozart,Piano Sonata no. 10 in C major,1,Allegro moderato,Uli Kneisel,https://musicbrainz.org/work/70d1fa96-da75-4ec2-97e4-759ff26eb881,http://www.wikidata.org/entity/Q2706156,"https://imslp.org/wiki/Piano_Sonata_No.10_in_C_major,_K.330/300h_(Mozart,_Wolfgang_Amadeus)",./K330-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_27.jams
mozart-piano-sonatas_28,Wolfgang Amadeus Mozart,Piano Sonata no. 10 in C major,2,Andante cantabile,Uli Kneisel,https://musicbrainz.org/work/70d1fa96-da75-4ec2-97e4-759ff26eb882,http://www.wikidata.org/entity/Q2706157,"https://imslp.org/wiki/Piano_Sonata_No.10_in_C_major,_K.330/300h_(Mozart,_Wolfgang_Amadeus)",./K330-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_28.jams
mozart-piano-sonatas_29,Wolfgang Amadeus Mozart,Piano Sonata no. 10 in C major,3,Allegretto,Uli Kneisel,https://musicbrainz.org/work/70d1fa96-da75-4ec2-97e4-759ff26eb883,http://www.wikidata.org/entity/Q2706158,"https://imslp.org/wiki/Piano_Sonata_No.10_in_C_major,_K.330/300h_(Mozart,_Wolfgang_Amadeus)",./K330-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_29.jams
mozart-piano-sonatas_30,Wolfgang Amadeus Mozart,Piano Sonata no. 11 in A major,1,Andante grazioso,Uli Kneisel,https://musicbrainz.org/work/a488a020-884d-3349-a7e7-18993ffed13e,http://www.wikidata.org/entity/Q908534,"https://imslp.org/wiki/Piano_Sonata_No.11_in_A_major,_K.331/300i_(Mozart,_Wolfgang_Amadeus)",./K331-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_30.jams
mozart-piano-sonatas_31,Wolfgang Amadeus Mozart,Piano Sonata no. 11 in A major,2,Menuetto and Trio,Uli Kneisel,https://musicbrainz.org/work/a488a020-884d-3349-a7e7-18993ffed13e,http://www.wikidata.org/entity/Q908535,"https://imslp.org/wiki/Piano_Sonata_No.11_in_A_major,_K.331/300i_(Mozart,_Wolfgang_Amadeus)",./K331-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_31.jams
mozart-piano-sonatas_32,Wolfgang Amadeus Mozart,Piano Sonata no. 11 in A major,3,Alla Turca,Uli Kneisel,https://musicbrainz.org/work/a488a020-884d-3349-a7e7-18993ffed13e,http://www.wikidata.org/entity/Q908536,"https://imslp.org/wiki/Piano_Sonata_No.11_in_A_major,_K.331/300i_(Mozart,_Wolfgang_Amadeus)",./K331-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_32.jams
mozart-piano-sonatas_33,Wolfgang Amadeus Mozart,Piano Sonata no. 12 in F major,1,Allegro,Uli Kneisel,https://musicbrainz.org/work/5b587196-bd21-410a-999e-881073dea33b,http://www.wikidata.org/entity/Q1141187,"https://imslp.org/wiki/Piano_Sonata_No.12_in_F_major,_K.332/300k_(Mozart,_Wolfgang_Amadeus)",./K332-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_33.jams
mozart-piano-sonatas_34,Wolfgang Amadeus Mozart,Piano Sonata no. 12 in F major,2,Adagio,Uli Kneisel,https://musicbrainz.org/work/5b587196-bd21-410a-999e-881073dea33b,http://www.wikidata.org/entity/Q1141188,"https://imslp.org/wiki/Piano_Sonata_No.12_in_F_major,_K.332/300k_(Mozart,_Wolfgang_Amadeus)",./K332-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_34.jams
mozart-piano-sonatas_35,Wolfgang Amadeus Mozart,Piano Sonata no. 12 in F major,3,Allegro assai,Uli Kneisel,https://musicbrainz.org/work/5b587196-bd21-410a-999e-881073dea33b,http://www.wikidata.org/entity/Q1141189,"https://imslp.org/wiki/Piano_Sonata_No.12_in_F_major,_K.332/300k_(Mozart,_Wolfgang_Amadeus)",./K332-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_35.jams
mozart-piano-sonatas_36,Wolfgang Amadeus Mozart,Piano Sonata no. 13 in B flat major,1,Allegro,Uli Kneisel,https://musicbrainz.org/work/5057d730-7733-4753-aa0f-07498a0c37f0,http://www.wikidata.org/entity/Q2181404,"https://imslp.org/wiki/Piano_Sonata_No.13_in_B-flat_major,_K.333/315c_(Mozart,_Wolfgang_Amadeus)",./K333-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_36.jams
mozart-piano-sonatas_37,Wolfgang Amadeus Mozart,Piano Sonata no. 13 in B flat major,2,Andante cantabile,Uli Kneisel,https://musicbrainz.org/work/5057d730-7733-4753-aa0f-07498a0c37f1,http://www.wikidata.org/entity/Q2181405,"https://imslp.org/wiki/Piano_Sonata_No.13_in_B-flat_major,_K.333/315c_(Mozart,_Wolfgang_Amadeus)",./K333-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_37.jams
mozart-piano-sonatas_38,Wolfgang Amadeus Mozart,Piano Sonata no. 13 in B flat major,3,Allegretto grazioso,Uli Kneisel,https://musicbrainz.org/work/5057d730-7733-4753-aa0f-07498a0c37f2,http://www.wikidata.org/entity/Q2181406,"https://imslp.org/wiki/Piano_Sonata_No.13_in_B-flat_major,_K.333/315c_(Mozart,_Wolfgang_Amadeus)",./K333-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_38.jams
mozart-piano-sonatas_39,Wolfgang Amadeus Mozart,Piano Sonata no. 14 in C minor,1,Molto allegro,Uli Kneisel,https://musicbrainz.org/work/c4762043-b408-4991-947e-d5340a9080d6,http://www.wikidata.org/entity/Q2737945,"https://imslp.org/wiki/Piano_Sonata_No.14_in_C_minor,_K.457_(Mozart,_Wolfgang_Amadeus)",./K457-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_39.jams
mozart-piano-sonatas_40,Wolfgang Amadeus Mozart,Piano Sonata no. 14 in C minor,2,Adagio,Uli Kneisel,https://musicbrainz.org/work/c4762043-b408-4991-947e-d5340a9080d7,http://www.wikidata.org/entity/Q2737946,"https://imslp.org/wiki/Piano_Sonata_No.14_in_C_minor,_K.457_(Mozart,_Wolfgang_Amadeus)",./K457-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_40.jams
mozart-piano-sonatas_41,Wolfgang Amadeus Mozart,Piano Sonata no. 14 in C minor,3,Allegro assai,Uli Kneisel,https://musicbrainz.org/work/c4762043-b408-4991-947e-d5340a9080d8,http://www.wikidata.org/entity/Q2737947,"https://imslp.org/wiki/Piano_Sonata_No.14_in_C_minor,_K.457_(Mozart,_Wolfgang_Amadeus)",./K457-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_41.jams
mozart-piano-sonatas_42,Wolfgang Amadeus Mozart,Piano Sonata no. 15 in F major,1,Allegro,Adrian Nagel,https://musicbrainz.org/work/11364bbd-1258-4d06-b4f6-3262e4a67000,http://www.wikidata.org/entity/Q2684266,"https://imslp.org/wiki/Piano_Sonata_No.15_in_F_major,_K.533/494_(Mozart,_Wolfgang_Amadeus)",./K533-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_42.jams
mozart-piano-sonatas_43,Wolfgang Amadeus Mozart,Piano Sonata no. 15 in F major,2,Andante,Adrian Nagel,https://musicbrainz.org/work/11364bbd-1258-4d06-b4f6-3262e4a67001,http://www.wikidata.org/entity/Q2684267,"https://imslp.org/wiki/Piano_Sonata_No.15_in_F_major,_K.533/494_(Mozart,_Wolfgang_Amadeus)",./K533-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_43.jams
mozart-piano-sonatas_44,Wolfgang Amadeus Mozart,Piano Sonata no. 15 in F major,3,Rondo – Allegretto,Adrian Nagel,https://musicbrainz.org/work/11364bbd-1258-4d06-b4f6-3262e4a67002,http://www.wikidata.org/entity/Q2684268,"https://imslp.org/wiki/Piano_Sonata_No.15_in_F_major,_K.533/494_(Mozart,_Wolfgang_Amadeus)",./K533-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_44.jams
mozart-piano-sonatas_45,Wolfgang Amadeus Mozart,Piano Sonata no. 16 in C major,1,Allegro,Uli Kneisel,https://musicbrainz.org/work/a2ad223d-d73b-3775-9580-fd25b4d986e1,http://www.wikidata.org/entity/Q991701,"https://imslp.org/wiki/Piano_Sonata_No.16_in_C_major,_K.545_(Mozart,_Wolfgang_Amadeus)",./K545-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_45.jams
mozart-piano-sonatas_46,Wolfgang Amadeus Mozart,Piano Sonata no. 16 in C major,2,Andante,Uli Kneisel,https://musicbrainz.org/work/a2ad223d-d73b-3775-9580-fd25b4d986e2,http://www.wikidata.org/entity/Q991702,"https://imslp.org/wiki/Piano_Sonata_No.16_in_C_major,_K.545_(Mozart,_Wolfgang_Amadeus)",./K545-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_46.jams
mozart-piano-sonatas_47,Wolfgang Amadeus Mozart,Piano Sonata no. 16 in C major,3,Rondo – Allegretto,Uli Kneisel,https://musicbrainz.org/work/a2ad223d-d73b-3775-9580-fd25b4d986e3,http://www.wikidata.org/entity/Q991703,"https://imslp.org/wiki/Piano_Sonata_No.16_in_C_major,_K.545_(Mozart,_Wolfgang_Amadeus)",./K545-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_47.jams
mozart-piano-sonatas_48,Wolfgang Amadeus Mozart,Piano Sonata no. 17 in B flat major,1,Allegro,Uli Kneisel,https://musicbrainz.org/work/a484f227-9918-4c5e-85fb-1204db0b7af2,http://www.wikidata.org/entity/Q3266821,"https://imslp.org/wiki/Piano_Sonata_No.17_in_B-flat_major,_K.570_(Mozart,_Wolfgang_Amadeus)",./K570-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_48.jams
mozart-piano-sonatas_49,Wolfgang Amadeus Mozart,Piano Sonata no. 17 in B flat major,2,Adagio,Uli Kneisel,https://musicbrainz.org/work/a484f227-9918-4c5e-85fb-1204db0b7af3,http://www.wikidata.org/entity/Q3266822,"https://imslp.org/wiki/Piano_Sonata_No.17_in_B-flat_major,_K.570_(Mozart,_Wolfgang_Amadeus)",./K570-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_49.jams
mozart-piano-sonatas_50,Wolfgang Amadeus Mozart,Piano Sonata no. 17 in B flat major,3,Allegretto,Uli Kneisel,https://musicbrainz.org/work/a484f227-9918-4c5e-85fb-1204db0b7af4,http://www.wikidata.org/entity/Q3266823,"https://imslp.org/wiki/Piano_Sonata_No.17_in_B-flat_major,_K.570_(Mozart,_Wolfgang_Amadeus)",./K570-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_50.jams
mozart-piano-sonatas_51,Wolfgang Amadeus Mozart,Piano Sonata no. 18 in D major,1,Allegro,Uli Kneisel,https://musicbrainz.org/work/99538f90-2ca3-4b34-b6b9-f39ca0937066,http://www.wikidata.org/entity/Q1977772,"https://imslp.org/wiki/Piano_Sonata_No.18_in_D_major,_K.576_(Mozart,_Wolfgang_Amadeus)",./K576-1.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_51.jams
mozart-piano-sonatas_52,Wolfgang Amadeus Mozart,Piano Sonata no. 18 in D major,2,Adagio,Uli Kneisel,https://musicbrainz.org/work/99538f90-2ca3-4b34-b6b9-f39ca0937067,http://www.wikidata.org/entity/Q1977773,"https://imslp.org/wiki/Piano_Sonata_No.18_in_D_major,_K.576_(Mozart,_Wolfgang_Amadeus)",./K576-2.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_52.jams
mozart-piano-sonatas_53,Wolfgang Amadeus Mozart,Piano Sonata no. 18 in D major,3,Allegretto,Uli Kneisel,https://musicbrainz.org/work/99538f90-2ca3-4b34-b6b9-f39ca0937068,http://www.wikidata.org/entity/Q1977774,"https://imslp.org/wiki/Piano_Sonata_No.18_in_D_major,_K.576_(Mozart,_Wolfgang_Amadeus)",./K576-3.mscx,../../partitions/mozart-piano-sonatas/choco/jams/mozart-piano-sonatas_53.jams
