id,title,artists,duration,mbid,jams_path
weimar_335,Work Song,Nat Adderley,74.71083900226758,c9971301-317e-477a-9140-5dc2a8e75e6c,../../partitions/weimar/choco/jams/weimar_335.jams
weimar_336,Bird Food,Ornette Coleman,117.61224489795919,88fb88ea-84c9-49ba-8a1a-43182deb4054,../../partitions/weimar/choco/jams/weimar_336.jams
weimar_337,Chronology,Ornette Coleman,161.50349206349205,80067bcd-fcfb-4bec-9f76-409072587bd0,../../partitions/weimar/choco/jams/weimar_337.jams
weimar_338,Congeniality,Ornette Coleman,167.21632653061224,4a9619ee-43c7-4708-a173-6253550518ab,../../partitions/weimar/choco/jams/weimar_338.jams
weimar_339,Peace,Ornette Coleman,166.0091836734694,07b95993-0749-4647-af51-1f5aaf37d651,../../partitions/weimar/choco/jams/weimar_339.jams
weimar_340,Ramblin',Ornette Coleman,134.14285714285714,d58bbd22-77c3-4482-b4a0-90b3a7dd164f,../../partitions/weimar/choco/jams/weimar_340.jams
weimar_341,Along Came Betty,Pat Martino,122.49673469387757,d6ce229d-77a4-4fdb-98f0-2e250701f8c0,../../partitions/weimar/choco/jams/weimar_341.jams
weimar_342,All the Things You Are,Pat Metheny,171.71836734693878,d70b09f3-63dd-412c-8b9f-02c14d3b97c0,../../partitions/weimar/choco/jams/weimar_342.jams
weimar_343,Cabin Fever,Pat Metheny,71.99591836734693,8578a833-3bd8-4ca9-9e76-bd9a6c4a68b9,../../partitions/weimar/choco/jams/weimar_343.jams
weimar_344,Midnight Voyage,Pat Metheny,75.53909297052154,7b321d8a-d069-4492-9d49-693c25f9b11d,../../partitions/weimar/choco/jams/weimar_344.jams
weimar_345,Nothing Personal,Pat Metheny,73.47863945578231,f112a4bc-e042-4529-aa32-06ecd26dcb10,../../partitions/weimar/choco/jams/weimar_345.jams
weimar_346,Alianca,Paul Desmond,67.53469387755102,0a635730-d771-4ad9-a8e9-d66f0e04ec79,../../partitions/weimar/choco/jams/weimar_346.jams
weimar_347,Alianca,Paul Desmond,31.081632653061227,0a635730-d771-4ad9-a8e9-d66f0e04ec79,../../partitions/weimar/choco/jams/weimar_347.jams
weimar_348,Alone Together,Paul Desmond,160.29387755102042,9edfd703-8b16-4f8e-831a-846614e1727d,../../partitions/weimar/choco/jams/weimar_348.jams
weimar_349,Blue Rondo a la Turk,Paul Desmond,97.99285714285713,b7606725-cb17-41a3-a1da-cbf0dc823d1d,../../partitions/weimar/choco/jams/weimar_349.jams
weimar_350,Bossa Antigua,Paul Desmond,80.1901133786848,8913ceaf-d595-4b55-90f9-dea6b709ee8e,../../partitions/weimar/choco/jams/weimar_350.jams
weimar_351,Samba Cantina,Paul Desmond,103.45816326530611,bf6d228a-da62-4bc9-a54f-3bf160ccbd77,../../partitions/weimar/choco/jams/weimar_351.jams
weimar_352,Samba Cantina,Paul Desmond,48.65714285714286,bf6d228a-da62-4bc9-a54f-3bf160ccbd77,../../partitions/weimar/choco/jams/weimar_352.jams
weimar_353,The Girl from East 9th Street,Paul Desmond,108.75102040816326,031689b6-f503-4d9b-8f45-bc023b5e2004,../../partitions/weimar/choco/jams/weimar_353.jams
weimar_354,A Night in Tunisia,Pepper Adams,118.33795918367346,c793b9f2-1478-4684-ad55-9ad3752370ab,../../partitions/weimar/choco/jams/weimar_354.jams
weimar_355,Early Morning Mood,Pepper Adams,95.88952380952381,b453d593-0f1b-4c41-991e-b9c389467225,../../partitions/weimar/choco/jams/weimar_355.jams
