id,title,artists,genre,tempo,time_signature,jams_path
ireal-pro_82,Ac-Cent-Tchu-Ate The Positive,Arlen Harold,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_82.jams
ireal-pro_83,Across The Alley From The Alamo,Greene Joe,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_83.jams
ireal-pro_84,Adam's Apple,Shorter Wayne,Even 8ths,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_84.jams
ireal-pro_85,Affirmation,Feliciano José,Funk,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_85.jams
ireal-pro_86,African Flower,Ellington Duke,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_86.jams
ireal-pro_87,"African Queen, The",Silver Horace,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_87.jams
ireal-pro_88,Afro Blue,Santamaria Mongo,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_88.jams
ireal-pro_89,Afro Centric,Henderson Joe,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_89.jams
ireal-pro_90,After You,Porter Cole,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_90.jams
ireal-pro_91,After You've Gone,Creamer Henry,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_91.jams
ireal-pro_92,Afternoon In Paris,Lewis John,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_92.jams
ireal-pro_93,Again,Newman Lionel,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_93.jams
ireal-pro_94,Agua De Beber,Jobim Antonio-Carlos,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_94.jams
ireal-pro_95,Ahmid-6,Metheny Pat,Even 8ths,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_95.jams
ireal-pro_96,Ain't Misbehavin',Waller Fats,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_96.jams
ireal-pro_97,Ain't She Sweet,Ager Milton,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_97.jams
ireal-pro_98,Airegin,Rollins Sonny,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_98.jams
ireal-pro_99,Airmail Special,Christian Charlie,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_99.jams
ireal-pro_100,Aisha,Tyner McCoy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_100.jams
ireal-pro_101,Alexander's Ragtime Band,Berlin Irving,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_101.jams
ireal-pro_102,Alfie,Bacharach Burt,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_102.jams
ireal-pro_103,Alfie's Theme,Rollins Sonny,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_103.jams
ireal-pro_104,Alice In Wonderland,Fain Sammy,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_104.jams
ireal-pro_105,All About Ronnie,Greene Joe,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_105.jams
ireal-pro_106,All Alone,Berlin Irving,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_106.jams
ireal-pro_107,All At Once You Love Her,Rodgers-Hammerstein,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_107.jams
ireal-pro_108,All Blues,Davis Miles,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_108.jams
ireal-pro_109,All By Myself,Berlin Irving,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_109.jams
ireal-pro_110,All God's Chillun Got Rhythm,Kahn-Kaper,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_110.jams
ireal-pro_111,All My Tomorrows,Van-Heusen Jimmy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_111.jams
ireal-pro_112,All Of A Sudden My Heart Sings,Herpin-Jamblan-Rome,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_112.jams
ireal-pro_113,All Of Me,Marks Gerald,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_113.jams
ireal-pro_114,All Of You,Porter Cole,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_114.jams
ireal-pro_115,All Or Nothing At All,Altman Arthur,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_115.jams
ireal-pro_116,All The Things You Are,Kern Jerome,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_116.jams
ireal-pro_117,All The Way,Van-Heusen Jimmy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_117.jams
ireal-pro_118,All Through The Day,Kern-Hammerstein,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_118.jams
ireal-pro_119,All Through The Night,Porter Cole,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_119.jams
ireal-pro_120,All Too Soon,Ellington Duke,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_120.jams
ireal-pro_121,Almost Like Being In Love,Loewe Frederick,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_121.jams
ireal-pro_122,Alone Together,Schwartz Arthur,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_122.jams
ireal-pro_123,Alone Too Long,Schwartz Arthur,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_123.jams
ireal-pro_124,Along Came Betty,Golson Benny,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_124.jams
ireal-pro_125,Always,Berlin Irving,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_125.jams
ireal-pro_126,Always And Forever,Metheny Pat,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_126.jams
ireal-pro_127,Am I Blue?,Akst Harry,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_127.jams
ireal-pro_128,Among My Souvenirs,Nicholls Horatio,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_128.jams
ireal-pro_129,Ana Maria,Shorter Wayne,Even 8ths,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_129.jams
ireal-pro_130,And On The Third Day,Gibbs Michael,Slow Rock,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_130.jams
ireal-pro_131,And The Angels Sing,Elman Ziggy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_131.jams
ireal-pro_132,Angel Eyes,Dennis Matt,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_132.jams
ireal-pro_133,Anthropology,Parker Charlie,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_133.jams
ireal-pro_134,Anything Goes,Porter Cole,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_134.jams
ireal-pro_135,April,Tristano Lennie,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_135.jams
ireal-pro_136,April In Paris,Duke Vernon,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_136.jams
ireal-pro_137,April Joy,Metheny Pat,Even 8ths,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_137.jams
ireal-pro_138,April Skies,Collette Buddy,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_138.jams
ireal-pro_139,Aren't You Glad You're You,Van-Heusen Jimmy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_139.jams
ireal-pro_140,Armageddon,Shorter Wayne,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_140.jams
ireal-pro_141,Armando's Rhumba,Corea Chick,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_141.jams
ireal-pro_142,As Long As I Live,Arlen Harold,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_142.jams
ireal-pro_143,As Time Goes By,Hupfeld Herman,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_143.jams
ireal-pro_144,Ask Me Now,Monk Thelonious,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_144.jams
ireal-pro_145,At Last,Warren Harry,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_145.jams
ireal-pro_146,At Long Last Love,Porter Cole,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_146.jams
ireal-pro_147,Au Privave,Parker Charlie,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_147.jams
ireal-pro_148,Autumn In New York,Duke Vernon,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_148.jams
ireal-pro_149,Autumn Leaves,Kosma Joseph,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_149.jams
ireal-pro_150,Autumn Nocturne,Gannon-Myrow,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_150.jams
ireal-pro_151,Avalon,Jolson-Sylva-Rose,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_151.jams
ireal-pro_152,Ba-lue Bolivar Ba-lues-are,Monk Thelonious,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_152.jams
ireal-pro_153,"Baby, Won't You Please Come Home",Warfield-Williams,Medium Slow,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_153.jams
ireal-pro_154,Backstage Sally,Shorter Wayne,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_154.jams
ireal-pro_155,Bags and Trane,Jackson Milt,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_155.jams
ireal-pro_156,Bags' Groove,Jackson Milt,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_156.jams
ireal-pro_157,"Balance, The",Holland Dave,Even 16ths,0,"(5, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_157.jams
ireal-pro_158,Ballad For Very Tired And Very Sad Lotus Eaters,Strayhorn Billy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_158.jams
ireal-pro_159,Ballade,Parker Charlie,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_159.jams
ireal-pro_160,Baltimore Oriole,Carmichael Hoagy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_160.jams
ireal-pro_161,Barbados,Parker Charlie,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_161.jams
ireal-pro_162,Barbara,Silver Horace,Waltz,0,"(6, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_162.jams
ireal-pro_163,Bark For Barksdale,Mulligan Gerry,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_163.jams
ireal-pro_164,Basin Street Blues,Williams Spencer,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_164.jams
ireal-pro_165,"Bat, The",Metheny Pat,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_165.jams
ireal-pro_166,"Baubles, Bangles and Beads",Borodin-Wright-Forrest,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_166.jams
ireal-pro_167,Be Careful It's My Heart,Berlin Irving,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_167.jams
ireal-pro_168,Be My Love,Brodszky Nikolaus,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_168.jams
ireal-pro_169,Be-Bop,Gillespie Dizzy,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_169.jams
ireal-pro_170,Beatrice,Rivers Sam,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_170.jams
ireal-pro_171,Beautiful Love,Young Victor,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_171.jams
ireal-pro_172,Beauty And The Beast,Shorter Wayne,Funk,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_172.jams
ireal-pro_173,Begin The Beguine,Porter Cole,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_173.jams
ireal-pro_174,Bein' Green,Raposo Joe,Even 8ths,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_174.jams
ireal-pro_175,Bemsha Swing,Monk Thelonious,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_175.jams
ireal-pro_176,Benny's Tune,Loueke Lionel,Afro,0,"(6, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_176.jams
ireal-pro_177,Bernie's Tune,Miller Bernie,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_177.jams
