id,title,artists,genre,tempo,time_signature,jams_path
ireal-pro_1047,Penthouse Serenade,Jason-Burton,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1047.jams
ireal-pro_1048,People,Styne Jule,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1048.jams
ireal-pro_1049,People Will Say We're In Love,Rodgers Richard,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1049.jams
ireal-pro_1050,Perdido,Tizol Juan,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1050.jams
ireal-pro_1051,Perhaps,Parker Charlie,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1051.jams
ireal-pro_1052,"Perhaps, Perhaps, Perhaps",Farres-Davis,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1052.jams
ireal-pro_1053,Peri's Scope,Evans Bill,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1053.jams
ireal-pro_1054,Petit Fleur,Bechet Sidney,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1054.jams
ireal-pro_1055,Pfrancing (No Blues),Davis Miles,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1055.jams
ireal-pro_1056,Phase Dance,Metheny Pat,Even 8ths,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1056.jams
ireal-pro_1057,Pick Yourself Up,Kern Jerome,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1057.jams
ireal-pro_1058,Ping Pong,Shorter Wayne,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1058.jams
ireal-pro_1059,"Pink Panther, The",Mancini Henry,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1059.jams
ireal-pro_1060,Pinocchio,Shorter Wayne,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1060.jams
ireal-pro_1061,Played Twice,Monk Thelonious,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1061.jams
ireal-pro_1062,Poinciana,Simon Nat,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1062.jams
ireal-pro_1063,Polkadots And Moonbeams,Van-Heusen Jimmy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1063.jams
ireal-pro_1064,Poor Butterfly,Hubbell Raymon,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1064.jams
ireal-pro_1065,Popsicle Toes,Franks Michael,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1065.jams
ireal-pro_1066,Portrait Of Jennie,Burdge-Robinson,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1066.jams
ireal-pro_1067,"Preacher, The",Silver Horace,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1067.jams
ireal-pro_1068,Prelude To A Kiss,Ellington Duke,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1068.jams
ireal-pro_1069,Pretend,Douglas-Parman-Lavere,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1069.jams
ireal-pro_1070,Prince Of Darkness,Shorter Wayne,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1070.jams
ireal-pro_1071,Prism,Jarrett Keith,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1071.jams
ireal-pro_1072,Progression,Konitz Lee,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1072.jams
ireal-pro_1073,Punjab,Henderson Joe,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1073.jams
ireal-pro_1074,Pure Imagination,Newley Anthony,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1074.jams
ireal-pro_1075,Put On A Happy Face,Strouse Charles,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1075.jams
ireal-pro_1076,Puttin' On The Ritz,Berlin Irvin,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1076.jams
ireal-pro_1077,Quasimodo,Parker Charlie,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1077.jams
ireal-pro_1078,Questar,Jarrett Keith,Even 8ths,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1078.jams
ireal-pro_1079,Question And Answer,Metheny Pat,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1079.jams
ireal-pro_1080,Quiet Now,Zeitlin Denny,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1080.jams
ireal-pro_1081,Radio,Swallow Steve,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1081.jams
ireal-pro_1082,"Rainbow Connection, The",Williams-Ascher,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1082.jams
ireal-pro_1083,Raincheck,Strayhorn Billy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1083.jams
ireal-pro_1084,Re: Person I Knew,Evans Bill,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1084.jams
ireal-pro_1085,Recado Bossa Nova,Ferreira Djalma,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1085.jams
ireal-pro_1086,Recordame,Henderson Joe,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1086.jams
ireal-pro_1087,Red Clay,Hubbard Freddie,Funk,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1087.jams
ireal-pro_1088,Red Top,Hampton Lionel,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1088.jams
ireal-pro_1089,Reflections,Monk Thelonious,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1089.jams
ireal-pro_1090,Reincarnation Of A Lovebird,Mingus Charles,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1090.jams
ireal-pro_1091,Relaxin' At Camarillo,Parker Charlie,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1091.jams
ireal-pro_1092,Remember,Berlin Irving,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1092.jams
ireal-pro_1093,Rhythm-a-ning,Monk Thelonious,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1093.jams
ireal-pro_1094,Road Song,Montgomery Wes,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1094.jams
ireal-pro_1095,Robbin's Nest,Thompson-Jacquet,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1095.jams
ireal-pro_1096,Rockin' Chair,Carmichael Hoagy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1096.jams
ireal-pro_1097,Room 608,Silver Horace,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1097.jams
ireal-pro_1098,Rose Room,Hickman Art,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1098.jams
ireal-pro_1099,Rosetta,Hines Earl,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1099.jams
ireal-pro_1100,Round Midnight,Monk Thelonious,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1100.jams
ireal-pro_1101,Route 66,Troup Bobby,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1101.jams
ireal-pro_1102,"Ruby, My Dear",Monk Thelonious,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1102.jams
ireal-pro_1103,S.O.S.,Montgomery Wes,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1103.jams
ireal-pro_1104,S' Wonderful,Gershwin George,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1104.jams
ireal-pro_1105,S'posin',Denniker Paul,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1105.jams
ireal-pro_1106,"Saga Of Harrison Crabfeathers, The",Kuhn Steve,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1106.jams
ireal-pro_1107,Sail Away,Harrell Tom,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1107.jams
ireal-pro_1108,Salt Peanuts,Gillespie Dizzy,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1108.jams
ireal-pro_1109,Samba De Orfeu,Bonfa Luiz,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1109.jams
ireal-pro_1110,San Francisco Holiday,Monk Thelonious,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1110.jams
ireal-pro_1111,Sandu,Brown Clifford,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1111.jams
ireal-pro_1112,Satellite,Coltrane John,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1112.jams
ireal-pro_1113,Satin Doll,Strayhorn-Ellington,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1113.jams
ireal-pro_1114,Save Your Love For Me,Johnson Buddy,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1114.jams
ireal-pro_1115,Say It (Over And Over Again),Loesser Frank,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1115.jams
ireal-pro_1116,Say the Brother's Name,Metheny Pat,Even 8ths,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1116.jams
ireal-pro_1117,Scene,Harrell Tom,Medium Swing,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1117.jams
ireal-pro_1118,Scotch And Soda,Guard Dave,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1118.jams
ireal-pro_1119,Scrapple From The Apple,Parker Charlie,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1119.jams
ireal-pro_1120,Sea Journey,Corea Chick,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1120.jams
ireal-pro_1121,Search For Peace,Tyner McCoy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1121.jams
ireal-pro_1122,"Second Star To The Right, The",Fain Sammy,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1122.jams
ireal-pro_1123,"Second Time Around, The",Van-Heusen Jimmy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1123.jams
ireal-pro_1124,Secret Love,Fain Sammy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1124.jams
ireal-pro_1125,Segment,Parker Charlie,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1125.jams
ireal-pro_1126,Sentimental Journey,Brown-Green-Homer,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1126.jams
ireal-pro_1127,September In The Rain,Warren Harry,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1127.jams
ireal-pro_1128,September Song,Weill Kurt,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1128.jams
ireal-pro_1129,Serenade To A Cuckoo,Kirk Roland,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1129.jams
ireal-pro_1130,Serenade To A Soul Sister,Silver Horace,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1130.jams
ireal-pro_1131,Serene,Dolphy Eric,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1131.jams
ireal-pro_1132,Serenity,Henderson Joe,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1132.jams
ireal-pro_1133,Serpent's Tooth,Davis Miles,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1133.jams
ireal-pro_1134,Seven Come Eleven,Goodman-Christian,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1134.jams
ireal-pro_1135,Seven Steps To Heaven,Feldman Victor,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1135.jams
ireal-pro_1136,"Shadow Of Your Smile, The",Mandel Johnny,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1136.jams
ireal-pro_1137,Shaw 'Nuff,Parker Charlie,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1137.jams
ireal-pro_1138,She's Funny That Way,Daniels Charles,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1138.jams
ireal-pro_1139,Shine,Dabney-Mack-Brown,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1139.jams
ireal-pro_1140,Shiny Stockings,Foster Frank,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1140.jams
ireal-pro_1141,Shutterbug,Johnson J.J.,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1141.jams
ireal-pro_1142,Si Si,Parker Charlie,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1142.jams
ireal-pro_1143,Sidewinder,Morgan Lee,Funk,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1143.jams
ireal-pro_1144,Silver's Serenade,Silver Horace,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1144.jams
ireal-pro_1145,Simone,Foster Frank,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1145.jams
ireal-pro_1146,Since I Fell For You,Johnson Buddy,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1146.jams
ireal-pro_1147,Sippin' At Bells,Davis Miles,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1147.jams
ireal-pro_1148,Sister Sadie,Silver Horace,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1148.jams
ireal-pro_1149,Skating In Central Park,Lewis John,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1149.jams
ireal-pro_1150,Skippy,Monk Thelonious,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1150.jams
ireal-pro_1151,Skylark,Carmichael Hoagy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1151.jams
ireal-pro_1152,Skyliner,Barnet Charlie,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1152.jams
ireal-pro_1153,Slipped Disc,Goodman Benny,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1153.jams
ireal-pro_1154,Slow Hot Wind,Mancini Henry,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1154.jams
ireal-pro_1155,Smile,Chaplin Charles,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1155.jams
ireal-pro_1156,Smoke Gets In Your Eyes,Kern Jerome,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1156.jams
ireal-pro_1157,Smoke Rings,Gifford-Washington,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1157.jams
ireal-pro_1158,Sno' Peas,Markowitz Phil,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1158.jams
ireal-pro_1159,Só Danço Samba,Jobim Antonio-Carlos,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1159.jams
ireal-pro_1160,So In Love,Porter Cole,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1160.jams
ireal-pro_1161,So Many Stars,Mendez Sergio,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1161.jams
ireal-pro_1162,So Nice (Summer Samba),Valles Marco,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1162.jams
ireal-pro_1163,So Tender,Jarrett Keith,Even 8ths,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1163.jams
ireal-pro_1164,So What,Davis Miles,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1164.jams
ireal-pro_1165,Social Call,Gryce Gigi,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1165.jams
ireal-pro_1166,"Softly, As In A Morning Sunrise",Romberg Sigmund,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1166.jams
ireal-pro_1167,Solar,Davis Miles,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1167.jams
ireal-pro_1168,Solitude,Ellington Duke,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1168.jams
ireal-pro_1169,Some Enchanted Evening,Rodgers Richard,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1169.jams
ireal-pro_1170,Some Other Blues,Coltrane John,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1170.jams
ireal-pro_1171,Some Other Spring,Herzog-Kitchings,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1171.jams
ireal-pro_1172,Some Other Time,Bernstein Leonard,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1172.jams
ireal-pro_1173,Somebody Loves Me,Gershwin George,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1173.jams
ireal-pro_1174,Someday My Prince Will Come,Churchill Frank,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1174.jams
ireal-pro_1175,Someday You'll Be Sorry,Armstrong Louis,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1175.jams
ireal-pro_1176,Someone To Watch Over Me,Gershwin George,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1176.jams
ireal-pro_1177,Sometime Ago,Mikanovich Sergio,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1177.jams
ireal-pro_1178,Sometimes I'm Happy,Youmans Vincent,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1178.jams
ireal-pro_1179,Somewhere,Bernstein Leonard,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1179.jams
ireal-pro_1180,Song For My Father,Silver Horace,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1180.jams
ireal-pro_1181,Song For My Lady,Tyner McCoy,Medium Up Swing,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1181.jams
ireal-pro_1182,Song For Strayhorn,Mulligan Gerry,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1182.jams
ireal-pro_1183,"Song Is You, The",Kern Jerome,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1183.jams
ireal-pro_1184,Sonnymoon For Two,Rollins Sonny,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1184.jams
ireal-pro_1185,Soon,Gershwin George,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1185.jams
ireal-pro_1186,Sophisticated Lady,Ellington Duke,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1186.jams
ireal-pro_1187,"Sorcerer, The",Hancock Herbie,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1187.jams
ireal-pro_1188,Soul Eyes,Waldron Mal,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1188.jams
ireal-pro_1189,Soultrane,Dameron Tadd,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1189.jams
ireal-pro_1190,Sound Lee,Konitz Lee,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1190.jams
ireal-pro_1191,Spain,Corea Chick,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1191.jams
ireal-pro_1192,Speak Like A Child,Hancock Herbie,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1192.jams
ireal-pro_1193,Speak Low,Weill Kurt,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1193.jams
ireal-pro_1194,Speak No Evil,Shorter Wayne,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1194.jams
ireal-pro_1195,Spiral,Coltrane John,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1195.jams
ireal-pro_1196,Spring Can Really Hang You Up The Most,Wolf Tommy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1196.jams
ireal-pro_1197,Spring Is Here,Rodgers Richard,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1197.jams
ireal-pro_1198,St. James Infirmary,Primrose Joe,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1198.jams
ireal-pro_1199,St. Louis Blues,Handy W.C.,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1199.jams
ireal-pro_1200,St. Thomas,Rollins Sonny,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1200.jams
ireal-pro_1201,Stablemates,Golson Benny,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1201.jams
ireal-pro_1202,Stairway To The Stars,Maineck Matt,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1202.jams
ireal-pro_1203,Star Dust,Carmichael Hoagy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1203.jams
ireal-pro_1204,Star Eyes,DePaul Gene,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1204.jams
ireal-pro_1205,"Star-Crossed Lovers, The",Strayhorn-Ellington,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1205.jams
ireal-pro_1206,Stars Fell On Alabama,Perkins Frank,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1206.jams
ireal-pro_1207,Stella By Starlight,Young Victor,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1207.jams
ireal-pro_1208,Stolen Moments,Nelson Oliver,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1208.jams
ireal-pro_1209,Stompin' At The Savoy,Webb-Goodman-Sampson,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1209.jams
ireal-pro_1210,Stormy Weather,Arlen Harold,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1210.jams
ireal-pro_1211,Straight Life,Hubbard Freddie,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1211.jams
ireal-pro_1212,Straight No Chaser,Monk Thelonious,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1212.jams
ireal-pro_1213,Straight Street,Coltrane John,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1213.jams
ireal-pro_1214,Straighten Up And Fly Right,Cole-Mills,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1214.jams
ireal-pro_1215,Strangers In The Night,Kaempfert Bert,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1215.jams
ireal-pro_1216,Street Of Dreams,Young Victor,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1216.jams
ireal-pro_1217,Strike Up The Band,Gershwin George,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1217.jams
ireal-pro_1218,Strode Rode,Rollins Sonny,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1218.jams
ireal-pro_1219,Strollin',Silver Horace,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1219.jams
ireal-pro_1220,Struttin' With Some Barbecue,Armstrong Lillian,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1220.jams
ireal-pro_1221,Subconscious Lee,Konitz Lee,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_1221.jams
