path	filename	extension	md5	composer	workTitle	composed_start	composed_end	workNumber	movementNumber	movementTitle	label_count	KeySig	TimeSig	musescore	source	typesetter	annotator	reviewers	wikidata	viaf	musicbrainz	imslp
./K283-1.mscx	K283-1	.mscx	847d8f990aa1a796944a22d18e28c92c	Wolfgang Amadeus Mozart	Piano Sonata no. 5 in G major	1775	1775	K283	1	Allegro	324	1	3/4	3.4.2	http://www.tobis-notenarchiv.de/mozart/KV_283_1.cap	Tobias Schölkopf	Tal Soker	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2738174		https://musicbrainz.org/work/cb47a22e-9fc6-4ab6-9be2-445113373353	https://imslp.org/wiki/Piano_Sonata_No.5_in_G_major,_K.283/189h_(Mozart,_Wolfgang_Amadeus)
./K283-2.mscx	K283-2	.mscx	c71b52b8e5757b06b072799a8a411385	Wolfgang Amadeus Mozart	Piano Sonata no. 5 in G major	1775	1775	K283	2	Andante	171		4/4	3.4.2	http://www.tobis-notenarchiv.de/mozart/KV_283_2.cap	Tobias Schölkopf	Tal Soker	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2738175		https://musicbrainz.org/work/cb47a22e-9fc6-4ab6-9be2+1	https://imslp.org/wiki/Piano_Sonata_No.5_in_G_major,_K.283/189h_(Mozart,_Wolfgang_Amadeus)
./K283-3.mscx	K283-3	.mscx	2e332fffc8d6bffe18b002658681f1fe	Wolfgang Amadeus Mozart	Piano Sonata no. 5 in G major	1775	1775	K283	3	Presto	326	1	3/8	3.4.2	http://www.tobis-notenarchiv.de/mozart/KV_283_3.cap	Tobias Schölkopf	Tal Soker	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2738176		https://musicbrainz.org/work/cb47a22e-9fc6-4ab6-9be2+2	https://imslp.org/wiki/Piano_Sonata_No.5_in_G_major,_K.283/189h_(Mozart,_Wolfgang_Amadeus)
./K284-1.mscx	K284-1	.mscx	baa7463f0efb899ca5e00b1f1b94a835	Wolfgang Amadeus Mozart	Piano Sonata no. 6 in D major	1775	1775	K284	1	Allegro	319	2	4/4	3.4.2	http://www.tobis-notenarchiv.de/mozart/KV_284_1.cap	Tobias Schölkopf	Tal Soker	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2564721		https://musicbrainz.org/work/28017093-d48e-43b9-a908-0e893a1e867e	https://imslp.org/wiki/Piano_Sonata_No.6_in_D_major,_K.284/205b_(Mozart,_Wolfgang_Amadeus)
./K284-2.mscx	K284-2	.mscx	c8e2b8db5cf588940cbb2710ef406dc3	Wolfgang Amadeus Mozart	Piano Sonata no. 6 in D major	1775	1775	K284	2	Rondo en Polonaise - Andante	229	3	3/4	3.4.2	http://www.tobis-notenarchiv.de/mozart/KV_284_2.cap	Tobias Schölkopf	Tal Soker	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2564722		https://musicbrainz.org/work/28017093-d48e-43b9-a908-0e893a1e867e	https://imslp.org/wiki/Piano_Sonata_No.6_in_D_major,_K.284/205b_(Mozart,_Wolfgang_Amadeus)
./K284-3.mscx	K284-3	.mscx	25639953fbe88bc9af7286936b285bfe	Wolfgang Amadeus Mozart	Piano Sonata no. 6 in D major	1775	1775	K284	3	Andante	748	2, -1, 2	2/2, 3/4	3.4.2	http://www.tobis-notenarchiv.de/mozart/KV_284_3.cap	Tobias Schölkopf	Adrian Nagel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2564723		https://musicbrainz.org/work/28017093-d48e-43b9-a908-0e893a1e867e	https://imslp.org/wiki/Piano_Sonata_No.6_in_D_major,_K.284/205b_(Mozart,_Wolfgang_Amadeus)
./K309-1.mscx	K309-1	.mscx	51dc40b03ad0d05fbde551a9ff48de13	Wolfgang Amadeus Mozart	Piano Sonata no. 7 in C major	1777	1777	K309	1	Allegro con spirito	323		4/4	3.4.2	http://www.tobis-notenarchiv.de/mozart/KV_309_1.cap	Tobias Schölkopf	Tal Soker	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2134785		https://musicbrainz.org/work/645a1b04-b378-4883-91a6-2627553cd365	https://imslp.org/wiki/Piano_Sonata_No.7_in_C_major,_K.309/284b_(Mozart,_Wolfgang_Amadeus)
./K309-2.mscx	K309-2	.mscx	54d4cd30371337960405d8f34c289353	Wolfgang Amadeus Mozart	Piano Sonata no. 7 in C major	1777	1777	K309	2	Andante un poco adagio	241	-1	3/4	3.4.2	http://www.tobis-notenarchiv.de/mozart/KV_309_2.cap	Tobias Schölkopf	Tal Soker	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2134786		https://musicbrainz.org/work/645a1b04-b378-4883-91a6-2627553cd366	https://imslp.org/wiki/Piano_Sonata_No.7_in_C_major,_K.309/284b_(Mozart,_Wolfgang_Amadeus)
./K309-3.mscx	K309-3	.mscx	058d26f7fb94089259c931fc5eae3a11	Wolfgang Amadeus Mozart	Piano Sonata no. 7 in C major	1777	1777	K309	3	Rondeau – Allegretto grazioso	391		2/4	3.4.2	http://www.tobis-notenarchiv.de/mozart/KV_309_3.cap	Tobias Schölkopf	Tal Soker	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2134787		https://musicbrainz.org/work/645a1b04-b378-4883-91a6-2627553cd367	https://imslp.org/wiki/Piano_Sonata_No.7_in_C_major,_K.309/284b_(Mozart,_Wolfgang_Amadeus)
./K310-1.mscx	K310-1	.mscx	4fb586090d96b979ee4931eca13d0feb	Wolfgang Amadeus Mozart	Piano Sonata no. 8 in A minor	1777	1777	K310	1	Allegro con spirito	296		4/4	3.4.2	http://musescore.com/user/3414606/scores/2496401	https://musescore.com/lukemossman	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q1746050		https://musicbrainz.org/work/53b2287b-e013-4c53-8498-6ab35c5de503	https://imslp.org/wiki/Piano_Sonata_No.8_in_A_minor,_K.310/300d_(Mozart,_Wolfgang_Amadeus)
./K310-2.mscx	K310-2	.mscx	eb238c0b2121f01f62413daff1a8e172	Wolfgang Amadeus Mozart	Piano Sonata no. 8 in A minor	1777	1777	K310	2	Andante con espressione	219	-1	3/4	3.4.2	http://musescore.com/user/3414606/scores/2496401	https://musescore.com/lukemossman	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q1746051		https://musicbrainz.org/work/53b2287b-e013-4c53-8498-6ab35c5de504	https://imslp.org/wiki/Piano_Sonata_No.8_in_A_minor,_K.310/300d_(Mozart,_Wolfgang_Amadeus)
./K310-3.mscx	K310-3	.mscx	3a809c1b471b21f6f09d716fa571d13e	Wolfgang Amadeus Mozart	Piano Sonata no. 8 in A minor	1777	1777	K310	3	Rondeau – Allegro	426	3, 0	2/4	3.4.2	http://musescore.com/user/3414606/scores/2496401	https://musescore.com/lukemossman	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q1746052		https://musicbrainz.org/work/53b2287b-e013-4c53-8498-6ab35c5de505	https://imslp.org/wiki/Piano_Sonata_No.8_in_A_minor,_K.310/300d_(Mozart,_Wolfgang_Amadeus)
./K311-1.mscx	K311-1	.mscx	b9d0b81d6916df9e07807a09d89c0a85	Wolfgang Amadeus Mozart	Piano Sonata no. 9 in D major	1778	1778	K311	1	Allegro maestoso	295	2	4/4	3.4.2	http://www.tobis-notenarchiv.de/mozart/KV_311.cap	Tobias Schölkopf	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q4384367		https://musicbrainz.org/work/bd91e456-789c-4596-bedb-2259f113e3aa	https://imslp.org/wiki/Piano_Sonata_No.9_in_D_major,_K.311/284c_(Mozart,_Wolfgang_Amadeus)
./K311-2.mscx	K311-2	.mscx	96520828ed1f86b3fada4ef8e3388cf4	Wolfgang Amadeus Mozart	Piano Sonata no. 9 in D major	1778	1778	K311	2	Andante cantabile con espressione	221	1	2/4	3.4.2	http://www.tobis-notenarchiv.de/mozart/KV_311.cap	Tobias Schölkopf	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q4384368		https://musicbrainz.org/work/bd91e456-789c-4596-bedb-2259f113e3aa	https://imslp.org/wiki/Piano_Sonata_No.9_in_D_major,_K.311/284c_(Mozart,_Wolfgang_Amadeus)
./K311-3.mscx	K311-3	.mscx	a4a12adf8c888e440f3ae4bf6f1c3fcd	Wolfgang Amadeus Mozart	Piano Sonata no. 9 in D major	1778	1778	K311	3	Presto	472	2	6/8	3.4.2	http://www.tobis-notenarchiv.de/mozart/KV_311.cap	Tobias Schölkopf	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q4384369		https://musicbrainz.org/work/bd91e456-789c-4596-bedb-2259f113e3aa	https://imslp.org/wiki/Piano_Sonata_No.9_in_D_major,_K.311/284c_(Mozart,_Wolfgang_Amadeus)
./K330-1.mscx	K330-1	.mscx	4507729140fa4f607af7c4c7e94072f5	Wolfgang Amadeus Mozart	Piano Sonata no. 10 in C major	1783	1783	K330	1	Allegro moderato	297		2/4	3.4.2	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata10-1.krn&format=xml	Craig Stuart Sapp	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2706156	https://viaf.org/viaf/186306915	https://musicbrainz.org/work/70d1fa96-da75-4ec2-97e4-759ff26eb881	https://imslp.org/wiki/Piano_Sonata_No.10_in_C_major,_K.330/300h_(Mozart,_Wolfgang_Amadeus)
./K330-2.mscx	K330-2	.mscx	443ff2dc43ce3fa343c06be8d42b6697	Wolfgang Amadeus Mozart	Piano Sonata no. 10 in C major	1783	1783	K330	2	Andante cantabile	174	-1, -4, -1	3/4	3.4.2	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata10-2.krn&format=xml	Craig Stuart Sapp	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2706157	https://viaf.org/viaf/186306916	https://musicbrainz.org/work/70d1fa96-da75-4ec2-97e4-759ff26eb882	https://imslp.org/wiki/Piano_Sonata_No.10_in_C_major,_K.330/300h_(Mozart,_Wolfgang_Amadeus)
./K330-3.mscx	K330-3	.mscx	0deefff7858001ab78fc52e5cf53799d	Wolfgang Amadeus Mozart	Piano Sonata no. 10 in C major	1783	1783	K330	3	Allegretto	324		2/4	3.4.2	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata10-3.krn&format=xml	Craig Stuart Sapp	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2706158	https://viaf.org/viaf/186306917	https://musicbrainz.org/work/70d1fa96-da75-4ec2-97e4-759ff26eb883	https://imslp.org/wiki/Piano_Sonata_No.10_in_C_major,_K.330/300h_(Mozart,_Wolfgang_Amadeus)
./K331-1.mscx	K331-1	.mscx	53c1b112b9b029f9e418f163be8d2f1f	Wolfgang Amadeus Mozart	Piano Sonata no. 11 in A major	1783	1783	K331	1	Andante grazioso	401	3, 0, 3	6/8, 4/4	3.4.2	http://musescore.com/user/14709081/scores/4745241	https://musescore.com/user/14709081	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q908534	https://viaf.org/viaf/201853721	https://musicbrainz.org/work/a488a020-884d-3349-a7e7-18993ffed13e	https://imslp.org/wiki/Piano_Sonata_No.11_in_A_major,_K.331/300i_(Mozart,_Wolfgang_Amadeus)
./K331-2.mscx	K331-2	.mscx	e329810304bfdf655875898bf9823ce6	Wolfgang Amadeus Mozart	Piano Sonata no. 11 in A major	1783	1783	K331	2	Menuetto and Trio	177	3, 2	3/4	3.4.2	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata11-2.krn&format=xml	Craig Stuart Sapp	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q908535	https://viaf.org/viaf/201853722	https://musicbrainz.org/work/a488a020-884d-3349-a7e7-18993ffed13e	https://imslp.org/wiki/Piano_Sonata_No.11_in_A_major,_K.331/300i_(Mozart,_Wolfgang_Amadeus)
./K331-3.mscx	K331-3	.mscx	90d189d9bd0a45083ff83924ef60c221	Wolfgang Amadeus Mozart	Piano Sonata no. 11 in A major	1783	1783	K331	3	Alla Turca	125	3, 0, 3	2/4	3.4.2	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata11-3.krn&format=xml	Craig Stuart Sapp	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q908536	https://viaf.org/viaf/201853723	https://musicbrainz.org/work/a488a020-884d-3349-a7e7-18993ffed13e	https://imslp.org/wiki/Piano_Sonata_No.11_in_A_major,_K.331/300i_(Mozart,_Wolfgang_Amadeus)
./K332-1.mscx	K332-1	.mscx	e71d4cb38b791996aaaafd441f173acb	Wolfgang Amadeus Mozart	Piano Sonata no. 12 in F major	1783	1783	K332	1	Allegro	323	-1	3/4	3.4.2	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata12-1.krn&format=xml	Craig Stuart Sapp	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q1141187	https://viaf.org/viaf/176604361	https://musicbrainz.org/work/5b587196-bd21-410a-999e-881073dea33b	https://imslp.org/wiki/Piano_Sonata_No.12_in_F_major,_K.332/300k_(Mozart,_Wolfgang_Amadeus)
./K332-2.mscx	K332-2	.mscx	2ec12cb6e56f03ed3078bf7917a82a91	Wolfgang Amadeus Mozart	Piano Sonata no. 12 in F major	1783	1783	K332	2	Adagio	166	-2	4/4	3.4.2	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata12-2.krn&format=xml	Craig Stuart Sapp	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q1141188	https://viaf.org/viaf/176604362	https://musicbrainz.org/work/5b587196-bd21-410a-999e-881073dea33b	https://imslp.org/wiki/Piano_Sonata_No.12_in_F_major,_K.332/300k_(Mozart,_Wolfgang_Amadeus)
./K332-3.mscx	K332-3	.mscx	2fd3a9598d487732eb3f2b7af3f89d39	Wolfgang Amadeus Mozart	Piano Sonata no. 12 in F major	1783	1783	K332	3	Allegro assai	426	-1	6/8	3.4.2	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata12-3.krn&format=xml	Craig Stuart Sapp	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q1141189	https://viaf.org/viaf/176604363	https://musicbrainz.org/work/5b587196-bd21-410a-999e-881073dea33b	https://imslp.org/wiki/Piano_Sonata_No.12_in_F_major,_K.332/300k_(Mozart,_Wolfgang_Amadeus)
./K333-1.mscx	K333-1	.mscx	b5f2398c3423a259ebad6f689f6e6050	Wolfgang Amadeus Mozart	Piano Sonata no. 13 in B flat major	1783	1783	K333	1	Allegro	425	-2	4/4	3.4.2	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata13-1.krn&format=xml	Craig Stuart Sapp	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2181404		https://musicbrainz.org/work/5057d730-7733-4753-aa0f-07498a0c37f0	https://imslp.org/wiki/Piano_Sonata_No.13_in_B-flat_major,_K.333/315c_(Mozart,_Wolfgang_Amadeus)
./K333-2.mscx	K333-2	.mscx	2f2fdef4007df59ac599a27e77292c67	Wolfgang Amadeus Mozart	Piano Sonata no. 13 in B flat major	1783	1783	K333	2	Andante cantabile	220	-3	3/4	3.4.2	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata13-2.krn&format=xml	Craig Stuart Sapp	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2181405		https://musicbrainz.org/work/5057d730-7733-4753-aa0f-07498a0c37f1	https://imslp.org/wiki/Piano_Sonata_No.13_in_B-flat_major,_K.333/315c_(Mozart,_Wolfgang_Amadeus)
./K333-3.mscx	K333-3	.mscx	f120775131698a6d2f47becc2e41b21a	Wolfgang Amadeus Mozart	Piano Sonata no. 13 in B flat major	1783	1783	K333	3	Allegretto grazioso	435	-2	2/2	3.4.2	https://kern.humdrum.org/cgi-bin/ksdata?location=users/craig/classical/mozart/piano/sonata&file=sonata13-3.krn&format=xml	Craig Stuart Sapp	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2181406		https://musicbrainz.org/work/5057d730-7733-4753-aa0f-07498a0c37f2	https://imslp.org/wiki/Piano_Sonata_No.13_in_B-flat_major,_K.333/315c_(Mozart,_Wolfgang_Amadeus)
./K457-1.mscx	K457-1	.mscx	82c4ece327db59b23a4c1e944d9fa383	Wolfgang Amadeus Mozart	Piano Sonata no. 14 in C minor	1784	1784	K457	1	Molto allegro	296	-3	4/4	3.4.2	http://musescore.com/user/3414606/scores/2200926	https://musescore.com/lukemossman	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2737945		https://musicbrainz.org/work/c4762043-b408-4991-947e-d5340a9080d6	https://imslp.org/wiki/Piano_Sonata_No.14_in_C_minor,_K.457_(Mozart,_Wolfgang_Amadeus)
./K457-2.mscx	K457-2	.mscx	a8d94bf1485d6b18db1b35e6002fba30	Wolfgang Amadeus Mozart	Piano Sonata no. 14 in C minor	1784	1784	K457	2	Adagio	214	-3, -3	4/4	3.4.2	http://musescore.com/user/3414606/scores/2200926	https://musescore.com/lukemossman	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2737946		https://musicbrainz.org/work/c4762043-b408-4991-947e-d5340a9080d7	https://imslp.org/wiki/Piano_Sonata_No.14_in_C_minor,_K.457_(Mozart,_Wolfgang_Amadeus)
./K457-3.mscx	K457-3	.mscx	b1173b3332bcfdc3434dd0332f8e2d2f	Wolfgang Amadeus Mozart	Piano Sonata no. 14 in C minor	1784	1784	K457	3	Allegro assai	318	-3	3/4	3.4.2	http://musescore.com/user/3414606/scores/2200926	https://musescore.com/lukemossman	Uli Kneisel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2737947		https://musicbrainz.org/work/c4762043-b408-4991-947e-d5340a9080d8	https://imslp.org/wiki/Piano_Sonata_No.14_in_C_minor,_K.457_(Mozart,_Wolfgang_Amadeus)
./K533-1.mscx	K533-1	.mscx	aa270cbf11e158bb04d59139f6a2d15e	Wolfgang Amadeus Mozart	Piano Sonata no. 15 in F major	1788	1788	K533	1	Allegro	595	-1	2/2	3.4.2	 	Tom Schreyer	Adrian Nagel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2684266		https://musicbrainz.org/work/11364bbd-1258-4d06-b4f6-3262e4a67000	https://imslp.org/wiki/Piano_Sonata_No.15_in_F_major,_K.533/494_(Mozart,_Wolfgang_Amadeus)
./K533-2.mscx	K533-2	.mscx	53f39bae8c03169bfebdb0434c06c3f5	Wolfgang Amadeus Mozart	Piano Sonata no. 15 in F major	1788	1788	K533	2	Andante	262	-2	3/4	3.4.2	 	Tom Schreyer	Adrian Nagel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2684267		https://musicbrainz.org/work/11364bbd-1258-4d06-b4f6-3262e4a67001	https://imslp.org/wiki/Piano_Sonata_No.15_in_F_major,_K.533/494_(Mozart,_Wolfgang_Amadeus)
./K533-3.mscx	K533-3	.mscx	46fd86ba5b2206e49d0a2d163c75fba5	Wolfgang Amadeus Mozart	Piano Sonata no. 15 in F major	1788	1788	K494	3	Rondo – Allegretto	428	-1, -4, -1	2/2	3.4.2	 	Tom Schreyer	Adrian Nagel	Johannes Hentschel, Markus Neuwirth	http://www.wikidata.org/entity/Q2684268		https://musicbrainz.org/work/11364bbd-1258-4d06-b4f6-3262e4a67002	https://imslp.org/wiki/Piano_Sonata_No.15_in_F_major,_K.533/494_(Mozart,_Wolfgang_Amadeus)
